,data,venda_g,venda_e
130,2015/12,3.5173906088400178,2.555051776542875
131,2016/01,3.540533623090938,2.6083492021371577
132,2016/02,3.5675296679029205,2.6903749364084955
133,2016/03,3.570963899085636,2.7542675542035515
134,2016/04,3.559470377165626,2.5647863069807104
135,2016/05,3.5165942035566107,2.2713916343029688
136,2016/06,3.4991449655581928,2.2723585383880343
137,2016/07,3.4615742201499193,2.2317377516904884
138,2016/08,3.4793004645487677,2.2948081310889417
139,2016/09,3.489622289900819,2.3352619306402285
140,2016/10,3.5098767040516194,2.5347358988511304
141,2016/11,3.545756854396857,2.695649268893708
142,2016/12,3.6008591404398285,2.699435756468907
143,2017/01,3.6572131599977062,2.7910913418614594
144,2017/02,3.6453956561906713,2.752366510318695
145,2017/03,3.5631886019447676,2.5715576682369203
146,2017/04,3.505771651026532,2.4575135858516957
147,2017/05,3.46497962823524,2.4064667134396025
148,2017/06,3.3987689447607514,2.2974697114310625
149,2017/07,3.3869186357415013,2.252689834726422
150,2017/08,3.5811256473766346,2.4269910996758886
151,2017/09,3.6819012580002144,2.4816751966129185
152,2017/10,3.724434729348449,2.5129661552954796
153,2017/11,3.849209188144572,2.6503474230789212
154,2017/12,3.9353270981389885,2.7673919481069067
155,2018/01,4.017822564007866,2.862485833108524
156,2018/02,4.035760900656901,2.9049193835799403
157,2018/03,4.0335629683334915,2.8941699978503657
158,2018/04,4.051171590464847,2.8281258800103073
159,2018/05,4.158700306287994,2.6735821800811865
160,2018/06,4.378156240086652,2.7844317146616864
161,2018/07,4.286649533358815,2.603580047325717
162,2018/08,4.251554675969013,2.4611921275772457
163,2018/09,4.420093598532353,2.6194681662387254
164,2018/10,4.539661014832032,2.779020867036884
165,2018/11,4.400260322445785,2.7653607773779414
166,2018/12,4.171967211245768,2.6607375902244956
167,2019/01,4.091581165097287,2.640388270762268
168,2019/02,4.005472314383313,2.618778240053512
169,2019/03,4.089700686219161,2.8182739760021955
170,2019/04,4.20351600117504,2.858474155888729
171,2019/05,4.308384157829874,2.818895315550833
172,2019/06,4.237484865764588,2.629101549975776
173,2019/07,4.1452742093998065,2.5653486592525523
174,2019/08,4.122817583143648,2.6289105952051894
175,2019/09,4.121177298232427,2.653046703730715
176,2019/10,4.166321019729107,2.7062879181035235
177,2019/11,4.179003221801037,2.7832550403876755
178,2019/12,4.3309235947782545,2.947922336815493
179,2020/01,4.389501389155755,3.0442126219523167
180,2020/02,4.388743881261562,3.0839538506025135
181,2020/03,4.299331959257877,3.0066721589211207
182,2020/04,3.9259960720992564,2.5832029082205263
183,2020/05,3.690304413323127,2.3581176885310535
184,2020/06,3.80427205229238,2.4735180684132207
185,2020/07,3.9529146320667206,2.570338529392121
186,2020/08,4.02538343241347,2.596902555843828
186,2020/09,4.110834937698678,2.7262
187,2020/10,4.196286442983886,2.8537981334591076
188,2020/11,4.212873663235905,2.9502530831677314
189,2020/12,4.240079576567408,3.039191617062974
190,2021/01,4.322975298541838,3.046528063440269
191,2021/02,4.661716688125236,3.296514619696311
192,2021/03,5.226718012108615,3.865115711811031
193,2021/04,5.22870248542191,3.627334088180674
194,2021/05,5.38035917700913,4.088185323251103
195,2021/06,5.434217005455877,4.182080637808985
196,2021/07,5.4916245750037485,4.103737769654725
197,2021/08,5.634649794265422,4.256734448757142
198,2021/09,5.702940296991145,4.396707307640566
