data,values_g,diff_g,values_e,diff_e,prod_pe,prod_et,venda_g,venda_e,cos_year,sin_year
2016-10-01,852895.813,69382.152,695072.652,-89916.40500000003,3.712609652795485,804300.093,3.0689064728116433,2.5347358988511304,0.9998791829082299,-0.015544117432993868
2016-11-01,913625.641,60729.82799999998,581390.213,-113682.439,3.011943533553269,545210.173,3.1163375985443276,2.695649268893708,0.9998791829082299,-0.015544117432993868
2016-12-01,811430.99835,112113.56600000012,651160.972,69770.75899999996,3.738639750800739,211719.238,3.1913482417869514,2.699435756468907,0.9998791829082299,-0.015544117432993868
2017-01-01,874032.948,-151706.25900000008,503107.826,-148053.14599999995,3.923181661905726,22435.504,3.2175812117386022,2.79109134186146,0.999922676500736,-0.012435474241240176
2017-02-01,884125.439,10092.491000000038,516231.239,13123.413,3.534801001605186,41778.082,3.2043795560748363,2.752366510318695,0.999922676500736,-0.012435474241240176
2017-03-01,962693.605,78568.16599999997,601417.603,85186.364,4.498535362181481,210322.397,3.1407799195161306,2.5715576682369203,0.999922676500736,-0.012435474241240176
2017-04-01,886691.236,-76002.36899999995,591643.674,-9773.929000000004,4.0427111652157794,597915.03,3.0573220573991167,2.457513585851696,0.999922676500736,-0.012435474241240176
2017-05-01,911972.309,25281.07299999997,626202.015,34558.341000000015,4.4048300490307675,757995.046,3.0008185014169397,2.4064667134396025,0.999922676500736,-0.012435474241240176
2017-06-01,893889.089,-18083.21999999997,630408.822,4206.80700000003,4.325197158783753,901764.287,2.9788057942980433,2.2974697114310625,0.999922676500736,-0.012435474241240176
2017-07-01,867364.043,-26525.04600000009,621770.116,-8638.706000000006,4.7589987220577274,1074909.079,2.9679111771094555,2.252689834726422,0.999922676500736,-0.012435474241240176
2017-08-01,876340.503,8976.46000000008,680184.482,58414.36599999992,5.313304908059075,975492.295,3.1784796502262056,2.426991099675889,0.999922676500736,-0.012435474241240176
2017-09-01,820056.391,-56284.11200000008,707130.196,26945.71400000004,3.960344770636883,1148308.817,3.230961265670442,2.4816751966129185,0.999922676500736,-0.012435474241240176
2017-10-01,824708.311,4651.920000000042,749959.524,42829.32799999998,3.5750778485491996,856778.688,3.2582912116341314,2.51296615529548,0.999922676500736,-0.012435474241240176
